FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUBSECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3205,Finance and Administration,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,28121.00,28121.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3211,Programming,0000,,X 32,9,9679,Deputy Commissioner,Annual,1,1,139140.00,139140.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3211,Programming,0000,,X 33,10,1757,Program Director - Cultural Affairs,Annual,1,1,146808.00,146808.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3211,Programming,0000,,X 33,10,1757,Program Director - Cultural Affairs,Annual,1,1,121668.00,121668.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3211,Programming,0000,,BX 15,10,1756,Cultural Affairs Coordinator II,Annual,1,1,90000.00,90000.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3211,Programming,0000,,BX 15,10,1756,Cultural Affairs Coordinator II,Annual,2,1,83052.00,166104.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3211,Programming,0000,,BX 15,10,1756,Cultural Affairs Coordinator II,Annual,2,1,76476.00,152952.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3211,Programming,0000,,BX 15,10,1756,Cultural Affairs Coordinator II,Annual,3,1,69684.00,209052.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3211,Programming,0000,,B 12,1,03A8,Senior Administrative Assistant,Annual,1,1,67608.00,67608.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3211,Programming,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,34173.00,34173.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3221,Cultural Grants and Resources,0000,,X 32,9,9679,Deputy Commissioner,Annual,1,1,157332.00,157332.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3221,Cultural Grants and Resources,0000,,X 33,10,1757,Program Director - Cultural Affairs,Annual,2,1,146808.00,293616.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3221,Cultural Grants and Resources,0000,,BX 15,10,1756,Cultural Affairs Coordinator II,Annual,3,1,69684.00,209052.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3221,Cultural Grants and Resources,0000,,BX 16,10,0347,Sponsorship Coordinator,Annual,1,1,124584.00,124584.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3221,Cultural Grants and Resources,0000,,BX 18,10,0311,Projects Administrator,Annual,1,1,113568.00,113568.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3221,Cultural Grants and Resources,0000,,B 13,1,0308,Staff Assistant,Annual,1,1,74172.00,74172.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3221,Cultural Grants and Resources,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,19080.00,19080.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3226,Marketing and Development,0000,,X 32,9,9679,Deputy Commissioner,Annual,1,1,157332.00,157332.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3226,Marketing and Development,0000,,BX 16,10,5737,Creative Director,Annual,1,1,76476.00,76476.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3226,Marketing and Development,0000,,B 14,4,1912,Project Coordinator,Annual,1,1,124848.00,124848.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3226,Marketing and Development,0000,,X 33,10,1757,Program Director - Cultural Affairs,Annual,1,1,121668.00,121668.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3226,Marketing and Development,0000,,BX 15,10,1756,Cultural Affairs Coordinator II,Annual,1,1,80124.00,80124.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3226,Marketing and Development,0000,,BX 17,10,0790,Public Relations Coordinator,Annual,1,1,85128.00,85128.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3226,Marketing and Development,0000,,BX 17,10,0790,Public Relations Coordinator,Annual,1,1,83052.00,83052.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3226,Marketing and Development,0000,,BX 15,10,0789,Public Relations Rep III - Excluded,Annual,1,1,113568.00,113568.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3226,Marketing and Development,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,18102.00,18102.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3235,Chicago Film Office,0000,,X 32,9,9679,Deputy Commissioner,Annual,1,1,139140.00,139140.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3235,Chicago Film Office,0000,,BX 15,10,1756,Cultural Affairs Coordinator II,Annual,1,1,83052.00,83052.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3235,Chicago Film Office,0000,,BX 15,10,1756,Cultural Affairs Coordinator II,Annual,1,1,80124.00,80124.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3235,Chicago Film Office,0000,,BX 15,10,1756,Cultural Affairs Coordinator II,Annual,1,1,69684.00,69684.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3235,Chicago Film Office,0000,,BX 16,10,1430,Policy Analyst,Annual,1,1,76476.00,76476.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3235,Chicago Film Office,0000,,X 33,9,0346,Program Director - Special Events,Annual,1,1,146808.00,146808.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3235,Chicago Film Office,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,14978.00,14978.00
LOCAL,23,Department of Cultural Affairs and Special Events,0355,Special Events and Municipal Hotel Operators' Occupation Tax Fund,1005,Department of Cultural Affairs and Special Events,2015,Department of Cultural Affairs and Special Events,3236,Operations,0000,,X 32,9,9679,Deputy Commissioner,Annual,1,1,139140.00,139140.00
